"tall","all_regi","all_enty","all_enty_1","all_te","Val"
"2020","REF","pebios","seliqbio","bioeths",0
"2020","REF","pebioil","seliqbio","biodiesel",0
"2020","REF","seel","seh2","elh2",0
"2020","REF","seel","seh2","elh2VRE",0
"2020","REF","seh2","seliqsyn","MeOH",0
"2020","REF","seh2","seel","h2turb",0
"2020","REF","seh2","seel","h2turbVRE",0
"2020","REF","seh2","segasyn","h22ch4",0
"2020","CAZ","peoil","seliqfos","refliq",0.188516804967338
"2020","CAZ","peoil","seel","dot",0.00089209607597426
"2020","CAZ","pegas","seliqfos","gasftrec",0
"2020","CAZ","pegas","seliqfos","gasftcrec",0
"2020","CAZ","pegas","seel","ngcc",0.00376552526324249
"2020","CAZ","pegas","seel","ngccc",2.83075234415286E-8
"2020","CAZ","pegas","seel","ngt",1.68953725815958E-6
"2020","CAZ","pegas","seel","gaschp",2.10695215780559E-6
"2020","CAZ","pegas","seh2","gash2",1.30583138863487E-5
"2020","CAZ","pegas","seh2","gash2c",0.000663338349047933
"2020","CAZ","pegas","segafos","gastr",0.0670731471707485
"2020","CAZ","pegas","sehe","gashp",2.00097218613922E-8
"2020","CAZ","pecoal","seliqfos","coalftrec",0.000101174133232697
"2020","CAZ","pecoal","seliqfos","coalftcrec",4.23388986101876E-8
"2020","CAZ","pecoal","sesofos","coaltr",0.00882848017774336
"2020","CAZ","pecoal","seel","igcc",6.51637903525605E-8
"2020","CAZ","pecoal","seel","igccc",3.49221433891922E-8
"2020","CAZ","pecoal","seel","pc",0.0200291081845582
"2020","CAZ","pecoal","seel","pcc",3.49221433891922E-8
"2020","CAZ","pecoal","seel","pco",3.49221433891922E-8
"2020","CAZ","pecoal","seel","coalchp",3.94212987275247E-5
"2020","CAZ","pecoal","seh2","coalh2",1.27401429492969E-5
"2020","CAZ","pecoal","seh2","coalh2c",0
"2020","CAZ","pecoal","segafos","coalgas",0.000642222363203327
"2020","CAZ","pecoal","sehe","coalhp",2.00056976272993E-8
"2020","CAZ","peur","seel","tnrs",0.010158163985915
"2020","CAZ","peur","seel","fnrs",0
"2020","CAZ","pegeo","seel","geohdr",0.00287946658832343
"2020","CAZ","pegeo","sehe","geohe",0.000140908319491409
"2020","CAZ","pehyd","seel","hydro",0.046603719781288
"2020","CAZ","pewin","seel","wind",0.00646986254817102
"2020","CAZ","pewin","seel","windoff",0
"2020","CAZ","pesol","seel","spv",0.00349473349591209
"2020","CAZ","pesol","seel","csp",2.79806002658081E-6
"2020","CAZ","pesol","sehe","solhe",0
"2020","CAZ","pebiolc","seliqbio","bioftrec",4.02378851889068E-5
"2020","CAZ","pebiolc","seliqbio","bioftcrec",0.000286263244126035
"2020","CAZ","pebiolc","seliqbio","bioethl",3.59496502144059E-8
"2020","CAZ","pebiolc","sesobio","biotr",8.32070497664282E-9
"2020","CAZ","pebiolc","sesobio","biotrmod",0.0256109934511352
"2020","CAZ","pebiolc","seel","biochp",2.34251915967712E-5
"2020","CAZ","pebiolc","seel","bioigcc",0.0019758567964222
"2020","CAZ","pebiolc","seel","bioigccc",2.45971946840079E-5
"2020","CAZ","pebiolc","seh2","bioh2",3.59496502144059E-8
"2020","CAZ","pebiolc","seh2","bioh2c",7.55286599073699E-5
"2020","CAZ","pebiolc","segabio","biogas",0.000140217544486816
"2020","CAZ","pebiolc","segabio","biogasc",0
"2020","CAZ","pebiolc","sehe","biohp",0.00175889330009339
"2020","CAZ","pebios","seliqbio","bioeths",0.00048140160097354
"2020","CAZ","pebioil","seliqbio","biodiesel",0.000116280202586259
"2020","CAZ","seel","seh2","elh2",0
"2020","CAZ","seel","seh2","elh2VRE",0
"2020","CAZ","seh2","seliqsyn","MeOH",0
"2020","CAZ","seh2","seel","h2turb",0
"2020","CAZ","seh2","seel","h2turbVRE",5.27196310314331E-38
"2020","CAZ","seh2","segasyn","h22ch4",0
"2020","CHA","peoil","seliqfos","refliq",0.898651758690591
"2020","CHA","peoil","seel","dot",0.00488929001764917
"2020","CHA","pegas","seliqfos","gasftrec",0
"2020","CHA","pegas","seliqfos","gasftcrec",0
"2020","CHA","pegas","seel","ngcc",3.50543331029666E-6
"2020","CHA","pegas","seel","ngccc",0
"2020","CHA","pegas","seel","ngt",0.00608265807797192
"2020","CHA","pegas","seel","gaschp",0.00638891589314515
"2020","CHA","pegas","seh2","gash2",0.000897218878585584
"2020","CHA","pegas","seh2","gash2c",0
"2020","CHA","pegas","segafos","gastr",0.378364476556224
"2020","CHA","pegas","sehe","gashp",0.00586002180833781
"2020","CHA","pecoal","seliqfos","coalftrec",4.20756179264355E-5
"2020","CHA","pecoal","seliqfos","coalftcrec",0
"2020","CHA","pecoal","sesofos","coaltr",1.16249430855131
"2020","CHA","pecoal","seel","igcc",0.000679179043571624
"2020","CHA","pecoal","seel","igccc",3.4607073700046E-8
"2020","CHA","pecoal","seel","pc",0.533216091778565
"2020","CHA","pecoal","seel","pcc",3.4607073700046E-8
"2020","CHA","pecoal","seel","pco",3.4607073700046E-8
"2020","CHA","pecoal","seel","coalchp",0.00457698003344502
"2020","CHA","pecoal","seh2","coalh2",2.13841885351036E-7
"2020","CHA","pecoal","seh2","coalh2c",0
"2020","CHA","pecoal","segafos","coalgas",0.0122105784919248
"2020","CHA","pecoal","sehe","coalhp",0.0741779945414617
"2020","CHA","peur","seel","tnrs",0.0495581520031342
"2020","CHA","peur","seel","fnrs",0
"2020","CHA","pegeo","seel","geohdr",2.03245145636257E-5
"2020","CHA","pegeo","sehe","geohe",0.00373540403660896
"2020","CHA","pehyd","seel","hydro",0.146434413184761
"2020","CHA","pewin","seel","wind",0.0377752537231845
"2020","CHA","pewin","seel","windoff",0.000700727023053234
"2020","CHA","pesol","seel","spv",0.0260067367221558
"2020","CHA","pesol","seel","csp",1.28850610172368E-5
"2020","CHA","pesol","sehe","solhe",0
"2020","CHA","pebiolc","seliqbio","bioftrec",0
"2020","CHA","pebiolc","seliqbio","bioftcrec",0
"2020","CHA","pebiolc","seliqbio","bioethl",0
"2020","CHA","pebiolc","sesobio","biotr",0.104613386624713
"2020","CHA","pebiolc","sesobio","biotrmod",0.0062039509712992
"2020","CHA","pebiolc","seel","biochp",0.00489980343833431
"2020","CHA","pebiolc","seel","bioigcc",0.0045134564885688
"2020","CHA","pebiolc","seel","bioigccc",0
"2020","CHA","pebiolc","seh2","bioh2",0
"2020","CHA","pebiolc","seh2","bioh2c",0
"2020","CHA","pebiolc","segabio","biogas",0.0125865456007237
"2020","CHA","pebiolc","segabio","biogasc",0
"2020","CHA","pebiolc","sehe","biohp",0.0200635898725712
"2020","CHA","pebios","seliqbio","bioeths",0.000798259972272729
"2020","CHA","pebioil","seliqbio","biodiesel",0.000206656139275397
"2020","CHA","seel","seh2","elh2",0
"2020","CHA","seel","seh2","elh2VRE",0
"2020","CHA","seh2","seliqsyn","MeOH",0
"2020","CHA","seh2","seel","h2turb",0
"2020","CHA","seh2","seel","h2turbVRE",0
"2020","CHA","seh2","segasyn","h22ch4",0
"2020","IND","peoil","seliqfos","refliq",0.279144026909211
"2020","IND","peoil","seel","dot",0.00170593289462887
"2020","IND","pegas","seliqfos","gasftrec",0
"2020","IND","pegas","seliqfos","gasftcrec",0
"2020","IND","pegas","seel","ngcc",0.00111013326124545
"2020","IND","pegas","seel","ngccc",0
"2020","IND","pegas","seel","ngt",0.00146037566423185
"2020","IND","pegas","seel","gaschp",0
"2020","IND","pegas","seh2","gash2",6.61103313808325E-8
"2020","IND","pegas","seh2","gash2c",0
"2020","IND","pegas","segafos","gastr",0.0493386376325411
"2020","IND","pegas","sehe","gashp",0
"2020","IND","pecoal","seliqfos","coalftrec",0.000198154457032785
"2020","IND","pecoal","seliqfos","coalftcrec",0
"2020","IND","pecoal","sesofos","coaltr",0.227120847646149
"2020","IND","pecoal","seel","igcc",0.000253290268594382
"2020","IND","pecoal","seel","igccc",0
"2020","IND","pecoal","seel","pc",0.132891646946049
"2020","IND","pecoal","seel","pcc",0
"2020","IND","pecoal","seel","pco",0
"2020","IND","pecoal","seel","coalchp",0
"2020","IND","pecoal","seh2","coalh2",0.000574133516582287
"2020","IND","pecoal","seh2","coalh2c",0
"2020","IND","pecoal","segafos","coalgas",0.00500039398164604
"2020","IND","pecoal","sehe","coalhp",0
"2020","IND","peur","seel","tnrs",0.00769221004779349
"2020","IND","peur","seel","fnrs",0
"2020","IND","pegeo","seel","geohdr",0
"2020","IND","pegeo","sehe","geohe",1.85723465698323E-8
"2020","IND","pehyd","seel","hydro",0.0168200403646784
"2020","IND","pewin","seel","wind",0.00560366699362616
"2020","IND","pewin","seel","windoff",0
"2020","IND","pesol","seel","spv",0.00510602734910692
"2020","IND","pesol","seel","csp",0.000210666622505092
"2020","IND","pesol","sehe","solhe",0
"2020","IND","pebiolc","seliqbio","bioftrec",4.29330772196517E-8
"2020","IND","pebiolc","seliqbio","bioftcrec",0
"2020","IND","pebiolc","seliqbio","bioethl",4.24612851622929E-8
"2020","IND","pebiolc","sesobio","biotr",0.184564769223027
"2020","IND","pebiolc","sesobio","biotrmod",0.0395853729854794
"2020","IND","pebiolc","seel","biochp",0.00212984247157477
"2020","IND","pebiolc","seel","bioigcc",0.0038576072684489
"2020","IND","pebiolc","seel","bioigccc",0
"2020","IND","pebiolc","seh2","bioh2",4.24612409105453E-8
"2020","IND","pebiolc","seh2","bioh2c",0
"2020","IND","pebiolc","segabio","biogas",4.49891958100598E-8
"2020","IND","pebiolc","segabio","biogasc",0
"2020","IND","pebiolc","sehe","biohp",0
"2020","IND","pebios","seliqbio","bioeths",0.000125226545720287
"2020","IND","pebioil","seliqbio","biodiesel",0
"2020","IND","seel","seh2","elh2",0
"2020","IND","seel","seh2","elh2VRE",0
"2020","IND","seh2","seliqsyn","MeOH",0
"2020","IND","seh2","seel","h2turb",0
"2020","IND","seh2","seel","h2turbVRE",0
"2020","IND","seh2","segasyn","h22ch4",0
"2020","JPN","peoil","seliqfos","refliq",0.209849206124387
"2020","JPN","peoil","seel","dot",0.00994978744244105
"2020","JPN","pegas","seliqfos","gasftrec",0
"2020","JPN","pegas","seliqfos","gasftcrec",0
"2020","JPN","pegas","seel","ngcc",0.0397586434342875
"2020","JPN","pegas","seel","ngccc",0
"2020","JPN","pegas","seel","ngt",0.00114557953755154
"2020","JPN","pegas","seel","gaschp",0
"2020","JPN","pegas","seh2","gash2",0.000268104279376269
"2020","JPN","pegas","seh2","gash2c",0
"2020","JPN","pegas","segafos","gastr",0.0433453951312411
"2020","JPN","pegas","sehe","gashp",8.02737748676374E-7
"2020","JPN","pecoal","seliqfos","coalftrec",4.23388986101876E-8
"2020","JPN","pecoal","seliqfos","coalftcrec",0
"2020","JPN","pecoal","sesofos","coaltr",0.0439835128823456
"2020","JPN","pecoal","seel","igcc",0.000989564484250892
"2020","JPN","pecoal","seel","igccc",0
"2020","JPN","pecoal","seel","pc",0.0274468684381647
"2020","JPN","pecoal","seel","pcc",0
"2020","JPN","pecoal","seel","pco",0
"2020","JPN","pecoal","seel","coalchp",0.00185196897239374
"2020","JPN","pecoal","seh2","coalh2",6.58141560089797E-6
"2020","JPN","pecoal","seh2","coalh2c",0
"2020","JPN","pecoal","segafos","coalgas",0.00383464878000802
"2020","JPN","pecoal","sehe","coalhp",2.0175142017468E-7
"2020","JPN","peur","seel","tnrs",0.00775240508671607
"2020","JPN","peur","seel","fnrs",0
"2020","JPN","pegeo","seel","geohdr",0.00129686376576203
"2020","JPN","pegeo","sehe","geohe",0.000380044442410787
"2020","JPN","pehyd","seel","hydro",0.0127106665394353
"2020","JPN","pewin","seel","wind",0.00108549070927483
"2020","JPN","pewin","seel","windoff",7.678125E-6
"2020","JPN","pesol","seel","spv",0.00838107511005107
"2020","JPN","pesol","seel","csp",0
"2020","JPN","pesol","sehe","solhe",0
"2020","JPN","pebiolc","seliqbio","bioftrec",0
"2020","JPN","pebiolc","seliqbio","bioftcrec",0
"2020","JPN","pebiolc","seliqbio","bioethl",4.24612851622929E-8
"2020","JPN","pebiolc","sesobio","biotr",2.63908966332872E-5
"2020","JPN","pebiolc","sesobio","biotrmod",0.00822950888026186
"2020","JPN","pebiolc","seel","biochp",4.6735213961408E-8
"2020","JPN","pebiolc","seel","bioigcc",0.00735300604875828
"2020","JPN","pebiolc","seel","bioigccc",0
"2020","JPN","pebiolc","seh2","bioh2",0
"2020","JPN","pebiolc","seh2","bioh2c",0
"2020","JPN","pebiolc","segabio","biogas",0.000254282802961481
"2020","JPN","pebiolc","segabio","biogasc",0
"2020","JPN","pebiolc","sehe","biohp",5.66175553335778E-6
"2020","JPN","pebios","seliqbio","bioeths",0
"2020","JPN","pebioil","seliqbio","biodiesel",0
"2020","JPN","seel","seh2","elh2",0
"2020","JPN","seel","seh2","elh2VRE",0
"2020","JPN","seh2","seliqsyn","MeOH",0
"2020","JPN","seh2","seel","h2turb",0
"2020","JPN","seh2","seel","h2turbVRE",0
"2020","JPN","seh2","segasyn","h22ch4",0
"2020","USA","peoil","seliqfos","refliq",0.902095972696037
"2020","USA","peoil","seel","dot",0.00673387060259432
"2020","USA","pegas","seliqfos","gasftrec",0
"2020","USA","pegas","seliqfos","gasftcrec",0
"2020","USA","pegas","seel","ngcc",0.159235675578719
"2020","USA","pegas","seel","ngccc",2.83075234415286E-8
"2020","USA","pegas","seel","ngt",0.0095866693388972
"2020","USA","pegas","seel","gaschp",8.26320314644324E-6
"2020","USA","pegas","seh2","gash2",5.07170418357696E-6
"2020","USA","pegas","seh2","gash2c",0.00354875105235077
"2020","USA","pegas","segafos","gastr",0.382297365245484
"2020","USA","pegas","sehe","gashp",5.78196968127177E-6
"2020","USA","pecoal","seliqfos","coalftrec",4.61870298966786E-6
"2020","USA","pecoal","seliqfos","coalftcrec",4.23388986101876E-8
"2020","USA","pecoal","sesofos","coaltr",0.0119902577163206
"2020","USA","pecoal","seel","igcc",3.25092586443614E-8
"2020","USA","pecoal","seel","igccc",3.4607073700046E-8
"2020","USA","pecoal","seel","pc",0.133053844408947
"2020","USA","pecoal","seel","pcc",3.4607073700046E-8
"2020","USA","pecoal","seel","pco",3.4607073700046E-8
"2020","USA","pecoal","seel","coalchp",5.81659288877629E-6
"2020","USA","pecoal","seh2","coalh2",0.000113510251429149
"2020","USA","pecoal","seh2","coalh2c",0
"2020","USA","pecoal","segafos","coalgas",0.00114446884110293
"2020","USA","pecoal","sehe","coalhp",0.00415419227208657
"2020","USA","peur","seel","tnrs",0.0875998406879627
"2020","USA","peur","seel","fnrs",0
"2020","USA","pegeo","seel","geohdr",0.00856116675861309
"2020","USA","pegeo","sehe","geohe",0.00061853399155517
"2020","USA","pehyd","seel","hydro",0.0352563279401754
"2020","USA","pewin","seel","wind",0.0351108618695121
"2020","USA","pewin","seel","windoff",3.80625E-6
"2020","USA","pesol","seel","spv",0.0153071782842059
"2020","USA","pesol","seel","csp",0.00104014796794637
"2020","USA","pesol","sehe","solhe",0
"2020","USA","pebiolc","seliqbio","bioftrec",0
"2020","USA","pebiolc","seliqbio","bioftcrec",0.000836197489655
"2020","USA","pebiolc","seliqbio","bioethl",4.24612851622929E-8
"2020","USA","pebiolc","sesobio","biotr",0
"2020","USA","pebiolc","sesobio","biotrmod",0.0676903257708495
"2020","USA","pebiolc","seel","biochp",0.000643644026961173
"2020","USA","pebiolc","seel","bioigcc",0.00943646284445719
"2020","USA","pebiolc","seel","bioigccc",0
"2020","USA","pebiolc","seh2","bioh2",3.59496502144059E-8
"2020","USA","pebiolc","seh2","bioh2c",0
"2020","USA","pebiolc","segabio","biogas",0.0031309024623491
"2020","USA","pebiolc","segabio","biogasc",0
"2020","USA","pebiolc","sehe","biohp",0.00782362470390995
"2020","USA","pebios","seliqbio","bioeths",0.0179308388426686
"2020","USA","pebioil","seliqbio","biodiesel",0.0059892518637
"2020","USA","seel","seh2","elh2",0
"2020","USA","seel","seh2","elh2VRE",0
"2020","USA","seh2","seliqsyn","MeOH",0
"2020","USA","seh2","seel","h2turb",0
"2020","USA","seh2","seel","h2turbVRE",3.75626416244206E-38
"2020","USA","seh2","segasyn","h22ch4",0
"2025","LAM","peoil","seliqfos","refliq",0.484983572319696
"2025","LAM","peoil","seel","dot",0.00696264622230431
"2025","LAM","pegas","seliqfos","gasftrec",0
"2025","LAM","pegas","seliqfos","gasftcrec",0
"2025","LAM","pegas","seel","ngcc",1.99711873212079E-5
"2025","LAM","pegas","seel","ngccc",6E-8
"2025","LAM","pegas","seel","ngt",1.96355178887096E-6
"2025","LAM","pegas","seel","gaschp",0.00119028277084397
"2025","LAM","pegas","seh2","gash2",1.06105932304699E-6
"2025","LAM","pegas","seh2","gash2c",0.00572661676538775
"2025","LAM","pegas","segafos","gastr",0.0967489048935473
"2025","LAM","pegas","sehe","gashp",0.00212407277978451
"2025","LAM","pecoal","seliqfos","coalftrec",1.77825726290461E-6
"2025","LAM","pecoal","seliqfos","coalftcrec",8.5E-8
"2025","LAM","pecoal","sesofos","coaltr",0.0103746443669415
"2025","LAM","pecoal","seel","igcc",6.55960203302608E-8
"2025","LAM","pecoal","seel","igccc",7E-8
"2025","LAM","pecoal","seel","pc",0.00427730508239002
"2025","LAM","pecoal","seel","pcc",7E-8
"2025","LAM","pecoal","seel","pco",7E-8
"2025","LAM","pecoal","seel","coalchp",0.000947006363425711
"2025","LAM","pecoal","seh2","coalh2",6.21597614806748E-7
"2025","LAM","pecoal","seh2","coalh2c",8E-8
"2025","LAM","pecoal","segafos","coalgas",8.04855962885777E-6
"2025","LAM","pecoal","sehe","coalhp",0.000271488529735528
"2025","LAM","peur","seel","tnrs",0.00422810385762923
"2025","LAM","peur","seel","fnrs",0
"2025","LAM","pegeo","seel","geohdr",0.00342708199776029
"2025","LAM","pegeo","sehe","geohe",4.06710217538682E-8
"2025","LAM","pehyd","seel","hydro",0.108034411330023
"2025","LAM","pewin","seel","wind",0.025652348206263
"2025","LAM","pewin","seel","windoff",5.89307366094813E-5
"2025","LAM","pesol","seel","spv",0.0199787601052795
"2025","LAM","pesol","seel","csp",0.00047491461364643
"2025","LAM","pesol","sehe","solhe",0
"2025","LAM","pebiolc","seliqbio","bioftrec",9.1E-8
"2025","LAM","pebiolc","seliqbio","bioftcrec",0.000878117778118357
"2025","LAM","pebiolc","seliqbio","bioethl",9E-8
"2025","LAM","pebiolc","sesobio","biotr",0.0206086048987147
"2025","LAM","pebiolc","sesobio","biotrmod",0.0591808549361718
"2025","LAM","pebiolc","seel","biochp",0.00195575355250795
"2025","LAM","pebiolc","seel","bioigcc",0.00894814494127289
"2025","LAM","pebiolc","seel","bioigccc",7E-8
"2025","LAM","pebiolc","seh2","bioh2",9E-8
"2025","LAM","pebiolc","seh2","bioh2c",9E-8
"2025","LAM","pebiolc","segabio","biogas",9.1E-8
"2025","LAM","pebiolc","segabio","biogasc",0
"2025","LAM","pebiolc","sehe","biohp",0.00626669804952824
"2025","LAM","pebios","seliqbio","bioeths",0.0113584062820672
"2025","LAM","pebioil","seliqbio","biodiesel",0.00738015370195988
"2025","LAM","seel","seh2","elh2",0.000306434383696135
"2025","LAM","seel","seh2","elh2VRE",0
"2025","LAM","seh2","seliqsyn","MeOH",0
"2025","LAM","seh2","seel","h2turb",0
"2025","LAM","seh2","seel","h2turbVRE",0.000229825787772101
"2025","LAM","seh2","segasyn","h22ch4",0
"2025","OAS","peoil","seliqfos","refliq",0.710922080754786
"2025","OAS","peoil","seel","dot",0.00548420391731491
"2025","OAS","pegas","seliqfos","gasftrec",0.00239507525689513
"2025","OAS","pegas","seliqfos","gasftcrec",0
"2025","OAS","pegas","seel","ngcc",0.0607221614852711
"2025","OAS","pegas","seel","ngccc",0
"2025","OAS","pegas","seel","ngt",2.61395081609099E-6
"2025","OAS","pegas","seel","gaschp",0.0106603780256795
"2025","OAS","pegas","seh2","gash2",0.00685711334967867
"2025","OAS","pegas","seh2","gash2c",0
"2025","OAS","pegas","segafos","gastr",0.136542081365604
"2025","OAS","pegas","sehe","gashp",2.98276586127837E-6
"2025","OAS","pecoal","seliqfos","coalftrec",2.49964178078911E-6
"2025","OAS","pecoal","seliqfos","coalftcrec",0
"2025","OAS","pecoal","sesofos","coaltr",0.16620609280626
"2025","OAS","pecoal","seel","igcc",0.000354528615784685
"2025","OAS","pecoal","seel","igccc",0
"2025","OAS","pecoal","seel","pc",0.0715344815691346
"2025","OAS","pecoal","seel","pcc",0
"2025","OAS","pecoal","seel","pco",0
"2025","OAS","pecoal","seel","coalchp",0.00149489405614952
"2025","OAS","pecoal","seh2","coalh2",3.18023883826431E-6
"2025","OAS","pecoal","seh2","coalh2c",0
"2025","OAS","pecoal","segafos","coalgas",7.80414519996725E-6
"2025","OAS","pecoal","sehe","coalhp",4E-8
"2025","OAS","peur","seel","tnrs",0.0217245694427782
"2025","OAS","peur","seel","fnrs",0
"2025","OAS","pegeo","seel","geohdr",0.0102776301056264
"2025","OAS","pegeo","sehe","geohe",3.71957473130398E-5
"2025","OAS","pehyd","seel","hydro",0.0422976800454883
"2025","OAS","pewin","seel","wind",0.0104958538764686
"2025","OAS","pewin","seel","windoff",0.000764842925575393
"2025","OAS","pesol","seel","spv",0.0350895215174258
"2025","OAS","pesol","seel","csp",2.7326382237795E-5
"2025","OAS","pesol","sehe","solhe",0
"2025","OAS","pebiolc","seliqbio","bioftrec",9.1E-8
"2025","OAS","pebiolc","seliqbio","bioftcrec",0
"2025","OAS","pebiolc","seliqbio","bioethl",9E-8
"2025","OAS","pebiolc","sesobio","biotr",0.0902188232387067
"2025","OAS","pebiolc","sesobio","biotrmod",0.0642294513049687
"2025","OAS","pebiolc","seel","biochp",1.85842325264792E-5
"2025","OAS","pebiolc","seel","bioigcc",0.00268843012211884
"2025","OAS","pebiolc","seel","bioigccc",0
"2025","OAS","pebiolc","seh2","bioh2",9E-8
"2025","OAS","pebiolc","seh2","bioh2c",0
"2025","OAS","pebiolc","segabio","biogas",0.000171047970776341
"2025","OAS","pebiolc","segabio","biogasc",0
"2025","OAS","pebiolc","sehe","biohp",0.00258878885182011
"2025","OAS","pebios","seliqbio","bioeths",4.02447353408549E-6
"2025","OAS","pebioil","seliqbio","biodiesel",0.000651207439806508
"2025","OAS","seel","seh2","elh2",0.000285498117877511
"2025","OAS","seel","seh2","elh2VRE",0
"2025","OAS","seh2","seliqsyn","MeOH",0
"2025","OAS","seh2","seel","h2turb",0.000400821404970881
"2025","OAS","seh2","seel","h2turbVRE",0.000214123588408134
"2025","OAS","seh2","segasyn","h22ch4",0
"2025","SSA","peoil","seliqfos","refliq",0.174520157940951
"2025","SSA","peoil","seel","dot",0.000467954148794953
"2025","SSA","pegas","seliqfos","gasftrec",0.00350056830324531
"2025","SSA","pegas","seliqfos","gasftcrec",0
"2025","SSA","pegas","seel","ngcc",0.000613446567780891
"2025","SSA","pegas","seel","ngccc",0
"2025","SSA","pegas","seel","ngt",4.93512120853383E-7
"2025","SSA","pegas","seel","gaschp",0.000308527122261544
"2025","SSA","pegas","seh2","gash2",0.00083954155950876
"2025","SSA","pegas","seh2","gash2c",0
"2025","SSA","pegas","segafos","gastr",0.0168823845892901
"2025","SSA","pegas","sehe","gashp",4E-8
"2025","SSA","pecoal","seliqfos","coalftrec",1.20791089233971E-5
"2025","SSA","pecoal","seliqfos","coalftcrec",0
"2025","SSA","pecoal","sesofos","coaltr",0.0124696396153356
"2025","SSA","pecoal","seel","igcc",7.03706892118284E-8
"2025","SSA","pecoal","seel","igccc",0
"2025","SSA","pecoal","seel","pc",0.0139726179577236
"2025","SSA","pecoal","seel","pcc",0
"2025","SSA","pecoal","seel","pco",0
"2025","SSA","pecoal","seel","coalchp",6.47413102964227E-8
"2025","SSA","pecoal","seh2","coalh2",8E-8
"2025","SSA","pecoal","seh2","coalh2c",0
"2025","SSA","pecoal","segafos","coalgas",6.03298084731899E-6
"2025","SSA","pecoal","sehe","coalhp",4E-8
"2025","SSA","peur","seel","tnrs",0.00126028547040671
"2025","SSA","peur","seel","fnrs",0
"2025","SSA","pegeo","seel","geohdr",0.00210068831960549
"2025","SSA","pegeo","sehe","geohe",4E-8
"2025","SSA","pehyd","seel","hydro",0.0266793127021445
"2025","SSA","pewin","seel","wind",0.00581522250033295
"2025","SSA","pewin","seel","windoff",7.44269213608218E-5
"2025","SSA","pesol","seel","spv",0.00671929899367846
"2025","SSA","pesol","seel","csp",0.000243641047872698
"2025","SSA","pesol","sehe","solhe",0
"2025","SSA","pebiolc","seliqbio","bioftrec",9.1E-8
"2025","SSA","pebiolc","seliqbio","bioftcrec",0
"2025","SSA","pebiolc","seliqbio","bioethl",9E-8
"2025","SSA","pebiolc","sesobio","biotr",0.355751912574312
"2025","SSA","pebiolc","sesobio","biotrmod",0.0569784846244656
"2025","SSA","pebiolc","seel","biochp",0.000768347618143886
"2025","SSA","pebiolc","seel","bioigcc",0.000166058408168525
"2025","SSA","pebiolc","seel","bioigccc",0
"2025","SSA","pebiolc","seh2","bioh2",9E-8
"2025","SSA","pebiolc","seh2","bioh2c",0
"2025","SSA","pebiolc","segabio","biogas",9.1E-8
"2025","SSA","pebiolc","segabio","biogasc",0
"2025","SSA","pebiolc","sehe","biohp",0.000245720899063481
"2025","SSA","pebios","seliqbio","bioeths",0
"2025","SSA","pebioil","seliqbio","biodiesel",0
"2025","SSA","seel","seh2","elh2",8.37676752443905E-5
"2025","SSA","seel","seh2","elh2VRE",0
"2025","SSA","seh2","seliqsyn","MeOH",0
"2025","SSA","seh2","seel","h2turb",7.17507179018422E-6
"2025","SSA","seh2","seel","h2turbVRE",6.28257564332929E-5
"2025","SSA","seh2","segasyn","h22ch4",0
"2025","EUR","peoil","seliqfos","refliq",0.705737367454262
"2025","EUR","peoil","seel","dot",0.0033234572756968
"2025","EUR","pegas","seliqfos","gasftrec",0
"2025","EUR","pegas","seliqfos","gasftcrec",0
"2025","EUR","pegas","seel","ngcc",0.0849385061345856
"2025","EUR","pegas","seel","ngccc",6.02584373223044E-8
"2025","EUR","pegas","seel","ngt",0.0048597318738817
"2025","EUR","pegas","seel","gaschp",0.0136804114612159
"2025","EUR","pegas","seh2","gash2",5.64680105163225E-6
"2025","EUR","pegas","seh2","gash2c",0.00874639906507505
"2025","EUR","pegas","segafos","gastr",0.281041258333605
"2025","EUR","pegas","sehe","gashp",9.08149514951294E-6
"2025","EUR","pecoal","seliqfos","coalftrec",4.59610464262985E-6
"2025","EUR","pecoal","seliqfos","coalftcrec",8.5E-8
"2025","EUR","pecoal","sesofos","coaltr",0.0366352482734677
"2025","EUR","pecoal","seel","igcc",7.01364194877913E-8
"2025","EUR","pecoal","seel","igccc",7E-8
"2025","EUR","pecoal","seel","pc",0.00760404136121269
"2025","EUR","pecoal","seel","pcc",7E-8
"2025","EUR","pecoal","seel","pco",7E-8
"2025","EUR","pecoal","seel","coalchp",0.00412716204107912
"2025","EUR","pecoal","seh2","coalh2",2.12199791577075E-6
"2025","EUR","pecoal","seh2","coalh2c",8E-8
"2025","EUR","pecoal","segafos","coalgas",1.20813685313029E-5
"2025","EUR","pecoal","sehe","coalhp",0.000764137110591504
"2025","EUR","peur","seel","tnrs",0.0975389561737387
"2025","EUR","peur","seel","fnrs",0
"2025","EUR","pegeo","seel","geohdr",0.00377349
"2025","EUR","pegeo","sehe","geohe",0.000780118941056521
"2025","EUR","pehyd","seel","hydro",0.0500684243471614
"2025","EUR","pewin","seel","wind",0.0617606830791398
"2025","EUR","pewin","seel","windoff",0.0161919024412794
"2025","EUR","pesol","seel","spv",0.0508244494364304
"2025","EUR","pesol","seel","csp",0.000724612848182148
"2025","EUR","pesol","sehe","solhe",0
"2025","EUR","pebiolc","seliqbio","bioftrec",9.1E-8
"2025","EUR","pebiolc","seliqbio","bioftcrec",0.000146944929190046
"2025","EUR","pebiolc","seliqbio","bioethl",9E-8
